Birth_Year,Education_Level,Annual_Income,Kids_Home,Teens_Home,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen,Device_Type_Mobile,Device_Type_Tablet,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Total_kids,Income_per_person,Cluster,PCA1,PCA2,High_Spender
1965,1,60359.26,2,2,33,638,56,679,61,151,329,0,4,9,7,6,1,1,1,1,0,1,3,11,0,UK,New York,787,0,0,1,0,3,1914,60,5,0,False,False,True,False,False,False,4,10059.876666666667,0,-0.3967860044267378,-1.8298524726391479,True
1954,3,66342.57,2,2,65,285,40,155,88,40,296,7,9,5,5,4,0,0,0,1,0,0,3,11,1,Germany,São Paulo,556,0,1,0,1,1,904,71,4,1,False,False,False,False,False,True,4,13268.514000000001,0,0.7782547224929516,0.15876134374811163,False
1975,1,53803.52,2,0,77,786,26,496,9,197,186,3,5,7,7,10,0,1,1,1,0,1,3,11,0,USA,New York,357,0,1,1,0,3,1700,50,3,0,False,False,True,False,False,False,2,13450.88,1,-0.34734413985579093,0.31719554845069364,True
1971,0,49859.43,0,2,64,675,14,777,80,143,261,4,2,8,0,10,0,1,1,1,1,0,3,11,1,USA,Berlin,514,1,0,0,0,0,1950,54,3,0,False,False,True,False,False,False,2,12464.8575,1,-0.3212223648529667,-0.3637830995061226,True
1971,1,36596.18,0,2,91,773,93,195,167,76,230,2,2,1,0,7,1,0,0,0,1,1,3,11,0,UK,Berlin,659,0,1,1,1,3,1534,54,2,0,True,False,False,False,False,True,2,12198.726666666667,1,0.7512270079507586,0.6131282204525695,True
1943,1,46756.9,1,2,26,129,70,676,13,81,375,4,5,6,8,15,0,1,0,0,0,0,3,11,0,India,New York,592,0,1,0,0,3,1344,82,3,1,False,True,False,True,False,False,3,11689.225,2,1.2431425267876826,-1.0895121215034327,False
1957,0,42319.56,0,2,29,742,35,762,188,56,20,2,0,0,6,14,1,0,1,0,1,1,3,11,1,Germany,London,572,0,0,1,0,1,1803,68,3,1,False,False,True,False,False,False,2,10579.89,2,0.4064668484188627,-1.10618063145163,True
1988,3,58579.93,1,1,85,379,23,475,202,40,141,0,1,8,5,16,1,0,0,0,1,0,3,11,0,India,London,451,0,1,1,1,0,1260,37,3,0,False,False,True,False,False,False,2,14644.9825,1,-0.6128658907417764,1.2251001366079486,False
1958,2,37251.86,2,2,75,786,81,228,255,174,42,8,2,2,2,5,1,0,1,1,1,0,3,11,1,India,New York,835,0,1,1,0,0,1566,67,5,1,True,False,True,False,False,False,4,6208.643333333333,0,1.3868198519415516,-0.7889638310500579,True
1982,1,58469.76,1,0,0,429,23,407,173,173,305,1,6,9,9,12,1,1,1,0,1,1,3,11,1,Germany,São Paulo,331,0,0,1,1,3,1510,43,2,0,False,True,False,False,True,False,1,19489.920000000002,3,-1.290678520256547,-0.493697033941331,True
1991,1,37415.22,1,1,96,239,95,490,9,73,166,5,0,8,2,16,1,1,0,1,1,0,3,11,0,India,Berlin,977,1,1,0,1,1,1072,34,2,0,True,False,False,False,False,True,2,12471.74,1,0.39734775210449647,1.4999678614105738,False
1974,0,46064.71,0,2,40,551,75,218,45,189,486,2,6,3,7,2,1,0,0,1,1,0,3,11,0,USA,Berlin,247,0,0,1,1,2,1564,51,3,0,False,False,True,False,False,False,2,11516.1775,3,-0.10630119891027624,-0.3792367343817028,True
1979,1,59240.67,1,1,61,145,27,512,232,163,300,7,2,0,7,11,1,0,0,1,0,0,3,11,0,USA,Berlin,226,1,0,0,1,1,1379,46,3,0,False,False,False,False,True,False,2,14810.1675,1,-0.5622388018173784,0.49403313920729575,False
1953,1,39443.05,2,2,0,872,74,20,235,157,111,0,5,7,9,4,1,0,1,0,0,0,3,11,0,UK,São Paulo,266,1,1,1,0,0,1469,72,4,1,False,False,False,True,False,False,4,7888.610000000001,0,1.0806464050952422,-2.2658310067770278,True
1997,1,59758.05,0,2,4,291,2,683,79,14,75,7,1,0,0,4,0,1,1,0,0,1,3,11,0,UK,São Paulo,274,0,1,0,1,0,1144,28,2,0,False,True,False,True,False,False,2,19919.350000000002,3,-1.4084344081513287,-0.25168209772140593,False
1972,3,58294.91,0,1,47,941,2,423,122,17,353,5,1,7,5,5,0,0,0,0,1,1,3,11,1,Germany,New York,939,1,0,1,1,0,1858,53,2,0,True,False,False,False,True,False,1,19431.63666666667,1,-0.9059536544287996,-0.04072063911196654,True
1953,0,45935.74,0,1,4,311,28,107,141,156,294,6,7,2,8,4,0,0,0,1,1,1,3,11,1,India,New York,554,1,1,0,0,1,1037,72,1,1,True,False,False,True,False,False,1,22967.87,2,0.7079789219619935,-0.15496538987613484,False
1973,1,67426.75,2,1,70,307,31,334,285,57,178,6,1,8,8,8,0,0,1,1,0,0,3,11,0,Germany,London,275,1,1,1,1,0,1192,52,3,0,False,False,False,False,False,False,3,16856.6875,0,-0.32193410543311257,0.5109851211553955,False
2000,2,51166.77,1,1,83,821,53,349,3,21,189,3,0,3,0,10,1,1,0,0,0,1,3,11,1,UK,London,693,1,0,0,1,1,1436,25,2,0,False,False,False,True,False,False,2,17055.59,1,-0.8924277983010412,0.9663229824235197,False
1994,1,66534.15,0,0,25,823,37,307,294,54,393,2,3,8,9,13,1,1,1,1,1,1,3,11,1,Germany,São Paulo,938,0,0,1,1,0,1908,31,0,0,True,False,False,False,False,False,0,66534.15,3,-2.3948112571399958,0.15634262531147894,True
1943,0,76901.97,1,1,48,884,94,256,276,22,201,3,3,7,3,19,1,0,1,1,0,0,3,11,0,India,London,197,1,0,1,0,0,1733,82,3,1,True,False,False,False,True,False,2,19225.4925,2,-0.37063102395531083,-0.3473336788256721,True
1963,1,46380.48,2,0,69,629,55,436,149,92,421,9,5,0,2,10,0,1,1,0,0,0,3,11,1,UK,Berlin,823,0,0,1,0,3,1782,62,2,1,False,False,False,False,False,False,2,15460.160000000002,0,0.28635220032940534,-0.13847146685265208,True
1998,1,59674.32,2,2,89,625,64,578,67,171,88,6,5,6,1,7,1,1,0,1,0,1,3,11,0,UK,São Paulo,662,1,1,0,1,3,1593,27,4,0,False,False,False,True,False,False,4,11934.864,0,-0.9527950540168515,0.03951636066630953,True
1968,3,40436.48,2,2,60,531,20,416,278,69,115,9,9,5,3,16,1,1,1,1,1,0,3,11,1,Brazil,São Paulo,870,0,1,0,0,0,1429,57,5,0,True,False,True,False,False,False,4,6739.413333333334,0,0.9047906495123621,-0.8101428370951873,False
1958,3,34507.78,0,1,2,228,40,10,248,187,267,6,9,9,2,8,1,1,0,1,1,1,3,11,0,Germany,São Paulo,962,1,1,1,1,3,980,67,1,1,True,False,False,False,False,False,1,17253.89,2,1.0437274957570377,-0.20621319266663551,False
1945,3,47068.11,0,2,38,512,19,342,69,107,192,7,7,5,1,7,1,1,0,0,1,0,3,11,0,Germany,Mumbai,464,0,1,1,1,0,1241,80,2,1,True,False,False,True,False,False,2,15689.37,2,1.1585687027875395,-0.21818332754379577,False
1996,2,29561.0,1,0,77,790,59,424,280,116,217,5,0,4,3,17,1,1,1,0,0,0,3,11,1,UK,São Paulo,960,1,0,1,0,0,1886,29,2,0,False,False,True,False,False,False,1,9853.666666666666,1,-0.39620780329810384,0.4383170155765114,True
1972,1,35935.88,1,0,48,805,74,344,57,127,163,0,4,9,1,7,0,1,1,0,1,1,3,11,1,Brazil,Mumbai,849,1,1,0,1,3,1570,53,2,0,False,False,False,False,True,False,1,11978.626666666665,1,0.2824971078624781,0.11721192200938153,True
1988,3,58871.49,0,1,13,19,58,231,224,87,12,6,7,5,5,5,0,0,1,0,0,0,3,11,1,UK,Berlin,829,1,1,1,0,0,631,37,2,0,False,True,False,False,True,False,1,19623.829999999998,3,-0.7256805258612978,0.9958959539576393,False
1979,3,42295.26,2,1,19,259,73,304,78,4,274,1,7,2,9,8,1,0,0,0,1,1,3,11,0,UK,New York,237,0,1,0,1,1,992,46,3,0,False,True,False,False,False,True,3,10573.815,3,0.36436319588834204,-0.5304829655524228,False
1958,1,60657.71,2,1,57,754,54,187,276,86,100,6,5,0,5,17,0,1,1,1,0,1,3,11,0,USA,Mumbai,765,0,1,1,1,1,1457,67,4,1,False,False,False,False,True,False,3,12131.542,0,0.2121429952955113,-0.30948252159739087,True
1992,1,54491.18,0,0,43,891,2,479,208,33,246,0,5,8,4,18,1,0,1,0,1,0,3,11,0,Brazil,New York,663,1,0,1,0,1,1859,33,0,0,False,False,False,False,False,True,0,54491.18,1,-1.6580417765229583,0.4548719217328073,True
1940,1,77767.31,1,1,8,613,13,429,110,139,311,4,3,2,4,4,0,0,1,0,1,0,3,11,1,UK,London,166,1,1,1,0,3,1615,85,3,1,True,False,False,False,True,False,2,19441.8275,2,-0.4547953127933286,-1.053439950191756,True
1944,0,57865.06,2,0,62,196,44,467,182,66,158,6,0,9,4,8,1,1,1,1,1,0,3,11,0,Brazil,São Paulo,266,1,0,1,1,1,1113,81,3,1,True,False,False,False,True,False,2,14466.265,2,0.9942885573972163,0.5689029146894168,False
1966,0,66713.27,0,0,61,389,94,15,125,40,220,3,5,2,7,1,1,0,0,1,1,0,3,11,1,Germany,London,180,0,0,0,0,1,883,59,1,0,True,False,False,False,True,False,0,33356.635,1,-0.3173239635665539,2.048870300973999,False
1955,3,56028.27,1,2,5,702,98,723,71,7,154,7,8,2,7,14,0,0,1,0,1,0,3,11,0,Brazil,Mumbai,530,1,1,1,1,3,1755,70,3,1,False,False,False,False,False,True,3,14007.0675,2,-0.05521164254881174,-1.8793075844331972,True
1945,3,54670.9,1,2,65,345,59,535,70,129,82,5,7,9,9,0,1,1,1,0,1,1,3,11,1,Germany,São Paulo,776,0,1,1,0,3,1220,80,3,1,False,False,False,False,False,True,3,13667.725,0,1.183367883316302,0.002799502851463699,False
1979,0,67471.0,2,1,42,640,48,7,192,92,52,5,0,5,5,6,0,1,1,1,0,1,3,11,0,Brazil,Mumbai,154,1,0,0,0,3,1031,46,3,0,False,True,False,False,False,False,3,16867.75,3,-0.5879915032763499,0.179617412647156,False
1952,1,60031.96,2,1,63,127,8,630,2,185,395,1,6,6,8,8,0,0,1,1,1,0,3,11,1,Brazil,São Paulo,516,1,1,1,1,0,1347,73,3,1,True,False,False,True,False,False,3,15007.99,0,0.5850021932107529,-0.09235834373798195,False
1987,2,53150.95,2,1,96,113,53,494,37,36,315,4,8,4,5,17,0,0,1,1,1,1,3,11,1,Germany,London,588,0,1,0,0,3,1048,38,3,0,True,False,False,True,False,False,3,13287.7375,1,0.05497257856741533,1.2093998554512204,False
2001,1,53084.82,2,1,43,958,69,323,225,59,343,5,6,8,8,12,1,1,1,0,0,0,3,11,0,Brazil,São Paulo,604,0,1,1,1,1,1977,24,3,0,False,False,False,True,False,False,3,13271.205,3,-1.5466238978030187,-1.0282276950545783,True
1974,1,58073.44,1,0,4,206,92,308,286,40,358,1,0,8,9,17,1,0,0,0,1,0,3,11,1,Germany,Berlin,698,0,0,0,1,0,1290,51,2,0,False,True,False,False,True,False,1,19357.813333333335,2,-0.7774794535134247,-0.18725097129712098,False
1958,2,39929.4,0,1,12,847,51,494,114,199,148,1,9,0,6,7,1,0,1,0,0,0,3,11,1,UK,São Paulo,677,1,1,0,1,3,1853,67,1,1,False,False,False,True,False,False,1,19964.7,2,0.1641222997990823,-1.0887663481656054,True
1951,2,39293.01,1,2,14,854,62,564,24,35,23,0,2,0,6,7,1,0,0,0,1,1,3,11,0,USA,London,602,0,0,1,0,3,1562,74,3,1,False,True,False,False,False,True,3,9823.2525,2,1.0137819856089743,-1.6484553815425758,True
1955,3,71381.09,2,1,33,104,51,448,283,75,317,2,1,0,3,4,1,0,1,0,0,1,3,11,1,India,London,585,0,1,1,0,0,1278,70,3,1,True,False,False,False,False,False,3,17845.2725,0,-0.13834348870722987,-0.4886275190955426,False
1998,1,77966.2,0,0,55,725,21,666,252,118,277,3,7,2,8,13,0,0,1,0,0,0,3,11,1,India,London,823,1,1,1,0,0,2059,27,1,0,True,False,True,False,False,False,0,38983.1,1,-2.9580613102780284,0.7491971741404597,True
1982,0,36066.76,1,2,72,949,54,478,256,90,102,3,7,1,4,13,1,1,0,1,0,0,3,11,0,India,Mumbai,228,0,1,1,0,2,1929,43,3,0,True,False,False,False,False,False,3,9016.69,0,0.08871844254155288,-0.6896231681464433,True
1949,3,39965.08,0,2,89,708,2,780,121,18,414,2,9,8,2,17,1,1,1,0,0,1,3,11,1,Germany,New York,414,1,0,0,1,0,2043,76,2,1,True,False,False,True,False,False,2,13321.693333333335,0,0.9811871512454198,-0.24276863698824078,True
1964,0,67137.84,1,1,29,170,1,213,47,50,338,5,6,8,4,8,0,1,1,1,1,0,3,11,0,UK,New York,222,0,1,1,1,3,819,61,2,1,False,True,False,True,False,False,2,22379.28,2,-0.0953682355813304,0.5210855744405422,False
1959,2,58002.8,0,2,55,260,58,134,269,53,396,8,1,1,3,16,1,0,1,0,1,0,3,11,1,India,São Paulo,274,0,0,1,1,0,1170,66,2,1,False,False,False,False,False,True,2,19334.266666666666,2,0.35131616004735566,0.46801723442180676,False
1970,0,60146.42,1,2,85,965,27,410,141,76,239,6,2,9,4,11,1,0,0,0,0,1,3,11,0,UK,Berlin,446,1,1,1,1,0,1858,55,3,0,False,False,False,False,False,False,3,15036.605,0,-0.35363387210157,-0.15488645594453057,True
1943,1,63449.02,1,1,24,321,36,419,169,156,97,0,8,4,7,5,1,1,1,0,0,1,3,11,0,India,London,793,0,0,1,1,0,1198,82,2,1,False,False,False,False,False,True,2,21149.673333333332,2,0.4842684168837011,-0.29545623110301245,False
1983,1,46389.02,2,1,67,777,68,578,240,120,241,6,0,4,2,6,1,0,0,0,1,1,3,11,0,India,London,381,1,0,1,1,0,2024,42,3,0,True,False,False,False,False,True,3,11597.255,0,-0.4940696878316673,-0.8004260143560321,True
1962,0,54949.55,1,0,46,885,8,311,118,66,169,6,2,5,0,2,1,1,0,0,0,0,3,11,1,USA,Berlin,136,1,0,1,1,0,1557,63,2,1,False,False,True,False,False,False,1,18316.516666666666,2,-0.16050667509167044,0.2185358270689937,True
1941,3,53782.88,2,2,27,163,61,593,176,7,33,1,4,1,6,16,1,1,1,1,0,0,3,11,1,Germany,Mumbai,323,1,0,0,1,2,1033,84,4,1,False,False,False,False,False,True,4,10756.576,0,1.437585005862148,-1.058497177183435,False
1995,0,37122.63,1,1,36,237,31,269,167,188,474,5,8,6,2,12,0,1,0,0,1,0,3,11,0,Germany,Mumbai,788,0,1,0,1,0,1366,30,2,0,True,False,False,False,False,True,2,12374.21,3,-0.355941350716734,-0.13017756371366404,False
1961,2,54726.36,0,2,73,674,80,384,278,183,161,6,1,9,7,10,1,1,0,1,1,1,3,11,0,Brazil,New York,931,1,0,0,0,3,1760,64,3,1,True,False,True,False,False,False,2,13681.59,0,0.049073440281350446,0.05015167061043564,True
1990,2,68565.66,0,1,72,940,74,18,252,121,230,9,8,0,4,18,0,1,0,0,0,1,3,11,1,USA,Mumbai,597,1,0,0,1,0,1635,35,2,0,False,False,False,False,True,False,1,22855.22,1,-1.655923868812838,1.0408329962173895,True
1996,1,44988.0,2,0,35,534,34,322,190,134,154,7,1,9,5,11,0,1,0,1,0,0,3,11,0,Brazil,New York,547,0,1,0,0,3,1368,29,3,0,True,False,False,False,True,False,2,11247.0,3,-0.7333832289685199,-0.06016787375383258,False
1976,2,52288.54,1,1,0,701,46,686,230,195,352,7,3,3,2,12,0,0,0,1,0,0,3,11,0,Brazil,New York,871,0,1,1,0,3,2210,49,3,0,True,False,True,False,False,False,2,13072.135,3,-1.223717378671294,-1.9959738314600286,True
1947,1,53100.63,2,1,93,302,17,690,149,112,451,7,5,7,9,6,1,1,0,0,1,0,3,11,0,USA,New York,980,0,1,0,1,2,1721,78,3,1,False,False,False,False,False,True,3,13275.1575,0,0.9448958311238048,-0.06706825506922202,True
1946,2,45730.03,0,0,74,911,35,497,16,148,475,0,3,3,3,18,1,1,1,1,1,1,3,11,1,Brazil,New York,840,1,1,1,0,3,2082,79,0,1,True,False,False,True,False,False,0,45730.03,2,0.40214992377208814,0.34965910644739734,True
1953,1,60153.52,1,1,24,164,18,192,157,44,70,4,7,0,1,15,0,0,1,1,0,1,3,11,1,USA,Mumbai,404,0,0,1,0,2,645,72,2,1,True,False,False,False,False,False,2,20051.173333333332,2,0.711498536445665,0.480066330238426,False
1995,1,39799.02,2,0,74,937,24,262,284,139,89,0,1,2,5,17,1,1,1,0,1,0,3,11,0,USA,London,195,0,1,1,0,3,1735,30,2,0,True,False,False,True,False,False,2,13266.339999999998,1,-0.5302510045831059,0.21630678715212198,True
1994,1,69989.68,0,2,40,418,45,328,102,134,281,7,1,7,3,8,0,1,1,0,1,0,3,11,1,India,New York,956,1,1,1,0,1,1308,31,2,0,True,False,False,True,False,False,2,23329.89333333333,3,-1.6385761400022854,0.38143617279053155,False
1942,1,59393.08,0,2,54,239,59,372,95,172,433,0,2,6,6,2,0,0,1,0,0,0,3,11,0,USA,New York,110,1,1,0,1,3,1370,83,2,1,True,False,False,False,False,True,2,19797.693333333333,2,0.7417874216080755,0.06039580932168652,False
1989,3,35948.47,1,2,68,551,94,111,268,162,376,7,0,5,4,10,0,1,1,1,0,1,3,11,1,USA,New York,410,1,1,0,0,1,1562,36,3,0,False,False,False,False,False,False,3,8987.1175,1,0.11336191114060479,-0.23417502794327985,True
1955,0,75470.15,1,1,90,527,22,223,9,167,276,9,8,6,2,7,1,1,1,0,0,1,3,11,0,Germany,São Paulo,977,1,0,1,0,2,1224,70,2,1,False,False,False,False,False,False,2,25156.716666666664,0,-0.06525597455745186,1.2961040078080843,False
1994,1,52521.52,1,0,86,196,77,569,221,138,144,8,8,8,2,15,0,0,0,1,0,0,3,11,1,UK,Mumbai,899,1,1,0,0,3,1345,31,2,0,False,False,False,False,True,False,1,17507.173333333332,1,-0.7966262078446829,1.5779179052867427,False
1958,1,39155.79,2,1,56,266,26,363,197,41,415,6,7,2,1,16,1,0,0,0,1,0,3,11,0,Brazil,Mumbai,706,1,0,0,1,3,1308,67,4,1,True,False,True,False,False,False,3,7831.158,0,1.238063707331108,-0.3682219990173756,False
1990,2,66568.32,2,1,82,50,34,753,120,1,410,3,9,7,7,5,1,1,1,0,1,1,3,11,0,Brazil,São Paulo,662,0,0,1,0,2,1368,35,3,0,False,True,False,False,False,True,3,16642.08,1,-0.9725267806608906,0.6605921346141174,False
1957,0,57420.07,1,1,2,732,76,351,190,33,299,7,7,0,1,9,0,0,1,1,0,0,3,11,1,Brazil,Mumbai,723,1,1,1,0,0,1681,68,2,1,True,False,False,False,False,False,2,19140.023333333334,2,-0.30418518192461796,-1.3522190863469954,True
1991,1,23420.6,1,0,7,367,54,79,214,181,321,5,6,3,2,4,1,0,0,0,1,1,3,11,1,UK,São Paulo,305,0,1,1,1,0,1216,34,1,0,True,False,False,False,False,True,1,11710.3,3,0.1502652625477954,-0.26639877679396495,False
1955,0,42115.1,1,1,47,365,35,175,227,98,363,7,1,9,9,6,1,1,0,0,1,1,3,11,1,USA,New York,164,0,0,0,0,0,1263,70,3,1,False,False,False,False,True,False,2,10528.775,2,1.0431251576954519,-0.029837868215313076,False
1947,1,54186.46,0,1,58,458,87,165,176,79,240,2,4,7,4,18,0,0,1,0,1,0,3,11,0,UK,London,479,1,1,0,1,1,1205,78,1,1,True,False,False,True,False,False,1,27093.23,2,0.7816377276069721,0.8082790256585876,False
1999,2,17606.5,1,0,35,237,96,423,133,178,217,2,8,4,2,9,0,1,1,1,0,1,3,11,0,Germany,Mumbai,780,1,0,1,0,0,1284,26,1,0,False,False,False,False,False,False,1,8803.25,1,0.22679788880715737,0.23804806925123623,False
1972,2,51276.05,2,0,54,335,70,608,143,31,475,1,6,7,4,4,0,0,1,0,1,0,3,11,1,Brazil,New York,308,0,1,0,1,1,1662,53,3,0,True,False,False,False,True,False,2,12819.0125,1,-0.2456010005170973,-0.17153726173449682,True
1988,2,52369.69,0,2,78,344,8,412,11,11,468,8,5,6,5,8,0,0,0,0,1,1,3,11,1,Germany,London,722,0,0,1,0,1,1254,37,2,0,True,False,False,False,False,True,2,17456.563333333335,1,-0.38929758219319777,1.0170573836032806,False
1951,1,32247.62,1,0,76,945,20,468,251,12,167,1,3,3,3,10,0,1,0,1,0,0,3,11,0,USA,Mumbai,229,1,0,1,1,0,1863,74,2,1,False,False,False,False,True,False,1,10749.206666666667,2,1.1412617058162364,0.11325586660205557,True
2001,2,54059.67,2,2,93,322,31,631,169,29,239,3,8,7,0,7,0,0,1,1,1,0,3,11,1,Brazil,São Paulo,305,1,1,1,1,0,1421,24,5,0,False,False,False,False,True,False,4,9009.945,0,-0.6584337920598211,0.31451847323845955,False
1992,1,50111.96,0,2,40,706,65,676,284,110,230,3,4,2,9,5,1,0,0,1,0,0,3,11,1,USA,London,414,0,0,1,1,3,2071,33,3,0,False,False,False,False,True,False,2,12527.99,3,-1.3474581234979859,-0.859569027653569,True
1950,3,32130.59,0,1,73,64,43,754,85,198,162,2,6,0,1,6,1,1,1,0,1,1,3,11,1,UK,Mumbai,279,0,0,1,1,0,1306,75,2,1,True,False,False,False,True,False,1,10710.196666666667,2,1.6187665780631038,0.7763057568928292,False
1944,1,63793.41,2,1,58,11,88,646,275,44,217,5,6,4,4,0,0,1,1,0,1,0,3,11,0,India,New York,617,1,0,1,0,1,1281,81,4,1,True,False,False,False,True,False,3,12758.682,0,0.7393394228418101,-0.1346796352171792,False
1966,1,62567.81,2,1,33,902,64,233,250,120,249,9,1,5,8,18,0,1,0,0,0,1,3,11,0,UK,London,647,1,1,1,1,1,1818,59,4,0,True,False,False,False,True,False,3,12513.562,3,-0.6069625524396844,-1.2093295204024999,True
1951,1,45653.94,0,1,29,938,74,79,288,104,148,8,7,6,3,4,0,0,0,0,1,0,3,11,0,Brazil,São Paulo,888,1,0,0,0,3,1631,74,2,1,False,False,True,False,False,False,1,15217.980000000001,2,0.4656359477357874,-0.4295207971868594,True
1956,1,47021.28,2,1,88,813,79,460,198,69,5,6,3,0,0,9,1,0,0,1,1,1,3,11,1,Germany,Mumbai,291,0,1,1,1,3,1624,69,3,1,False,False,False,False,False,True,3,11755.32,0,0.9221822884012245,-0.03837572901293111,True
1945,0,60893.96,0,1,61,351,86,550,227,173,31,0,5,3,7,14,1,0,1,1,1,1,3,11,1,Brazil,London,591,0,1,1,1,0,1418,80,1,1,False,False,False,True,False,False,1,30446.98,2,0.4153897136847873,0.6473613138183443,False
1972,2,46990.05,0,1,69,789,14,510,115,31,449,0,8,5,1,6,0,0,0,0,0,1,3,11,1,India,Mumbai,682,0,1,0,0,3,1908,53,1,0,True,False,False,False,False,True,1,23495.025,1,-0.32884721104149944,0.23593011312162557,True
1944,1,21036.38,0,2,54,331,26,763,288,82,139,0,4,6,7,9,0,1,1,0,0,1,3,11,1,Germany,London,145,1,1,1,1,0,1629,81,2,1,False,False,False,False,False,False,2,7012.126666666667,2,2.0815485911552782,-0.6838439970794599,True
1996,3,57304.05,0,2,80,901,15,356,41,163,81,4,7,6,5,18,0,1,1,0,0,1,3,11,1,UK,São Paulo,401,1,0,1,0,0,1557,29,2,0,False,False,False,False,False,False,2,19101.350000000002,1,-1.1245012606574913,0.7775047442350974,True
1967,0,37801.11,1,1,99,549,45,145,225,29,141,1,4,1,3,17,0,0,0,1,1,0,3,11,0,USA,New York,639,0,0,1,1,1,1134,58,2,0,True,False,False,False,False,True,2,12600.37,1,1.2233480903494762,1.2918981354782344,False
1953,1,44152.35,2,1,95,166,96,183,186,130,197,5,6,2,4,10,1,0,0,1,0,1,3,11,0,Brazil,New York,338,1,1,0,0,0,958,72,4,1,True,False,False,False,True,False,3,8830.47,0,1.7414119407074644,0.9343342414820562,False
1944,2,71868.06,1,2,21,741,71,790,24,36,257,5,0,4,9,12,1,0,0,1,0,0,3,11,0,UK,New York,614,1,1,1,1,3,1919,81,4,1,False,False,True,False,False,False,3,14373.612,2,-0.35808985185893044,-1.6732850533026853,True
1993,1,47990.32,1,2,96,443,47,598,107,109,150,6,7,2,8,2,1,1,1,0,1,1,3,11,0,India,London,981,0,1,0,0,0,1454,32,3,0,False,False,False,True,False,False,3,11997.58,1,-0.276742426307346,0.6651755674695882,True
1995,1,50026.02,1,0,21,616,64,439,222,81,436,2,8,5,7,5,1,1,1,0,1,0,3,11,1,USA,São Paulo,806,1,0,0,1,2,1858,30,2,0,False,True,False,False,True,False,1,16675.34,3,-1.557973456684717,-0.49574167469529207,True
1998,2,57645.01,1,0,99,596,18,227,142,97,382,9,3,3,6,18,1,1,1,1,1,0,3,11,0,UK,London,261,0,1,1,1,3,1462,27,1,0,True,False,False,False,False,True,1,28822.505,1,-1.172563391276203,1.7868500119826574,True
1972,1,57580.01,0,1,81,189,89,416,76,79,373,9,0,8,5,15,1,1,1,1,1,0,3,11,0,USA,São Paulo,526,1,0,0,0,3,1222,53,1,0,False,False,False,False,False,True,1,28790.005,1,-0.1407980126361503,1.5119420843586553,False
2001,0,36212.03,0,1,91,91,36,617,40,3,399,4,8,5,0,7,1,0,1,0,0,1,3,11,1,USA,New York,659,1,0,0,1,3,1186,24,2,0,True,False,True,False,False,False,1,12070.676666666666,1,-0.19935068861095095,1.7726382805449308,False
1989,2,49095.52,0,1,12,991,57,75,221,67,145,4,4,9,7,2,1,0,0,0,1,0,3,11,1,USA,London,977,1,0,0,0,0,1556,36,2,0,False,False,True,False,False,False,1,16365.173333333332,3,-1.1102737004650867,-0.3459615827040603,True
1987,0,50542.29,0,2,81,666,54,211,209,170,1,0,9,3,1,2,1,0,0,0,0,0,3,11,1,Germany,Mumbai,798,1,0,1,1,0,1311,38,2,0,True,False,False,False,False,True,2,16847.43,1,-0.30308390324448004,0.9772834613323558,False
1980,2,54080.4,1,1,22,816,52,378,118,6,193,8,2,6,6,9,0,0,1,1,0,0,3,11,0,Brazil,London,237,0,1,1,1,3,1563,45,3,0,False,False,False,False,True,False,2,13520.1,3,-0.7773485263333425,-0.6232941452083042,True
1958,0,54338.33,0,1,98,880,46,631,56,111,172,6,0,9,6,18,1,0,0,0,0,0,3,11,1,Germany,São Paulo,456,1,0,0,0,2,1896,67,2,1,False,False,False,False,True,False,1,18112.77666666667,1,0.06319606276572555,0.833022486050838,True
1961,1,88811.62,1,1,17,526,2,713,256,81,116,3,1,2,9,16,0,0,0,1,1,0,3,11,0,Germany,Berlin,752,0,0,0,0,0,1694,64,3,1,True,False,False,False,True,False,2,22202.905,3,-1.694811809074405,-0.6771229546526694,True
1944,0,32362.1,0,0,73,800,87,165,199,42,245,8,7,3,8,3,0,0,1,0,1,0,3,11,1,Germany,Mumbai,779,0,1,1,0,1,1538,81,0,1,True,False,False,True,False,False,0,32362.1,2,1.4792214468825722,0.885344048097868,True
1998,2,64701.37,2,0,65,95,85,91,43,164,179,2,5,9,9,7,1,1,0,1,1,0,3,11,1,Brazil,Berlin,119,1,0,0,0,3,657,27,2,0,True,False,False,True,False,False,2,21567.123333333333,1,-0.8701383427119826,1.7457492524578497,False
1941,0,67750.64,2,1,13,813,61,427,240,65,364,3,8,4,4,2,0,1,0,0,1,0,3,11,1,Brazil,London,380,1,1,0,1,0,1970,84,4,1,True,False,False,False,True,False,3,13550.128,2,-0.166795117105607,-1.9792404952978375,True
